Text,Label
"RT @Horn_Sannity: @SteveSchmidtSES Where the Trump card came from, and who carries it. https://t.co/e35rfaZsRK",2
"@SteveSchmidtSES I wish you would run for government office; Senator, House Rep, President???",2
RT @CamasAnn: @SteveSchmidtSES Won't matter how many millions vote if GOP controlled state legislatures overturn elections; GA has already…,2
"RT @SavvySuzyRises: @SteveSchmidtSES Our mission is to ensure they understand &amp; show up to vote, by all means available.  
We all have to h…",2
"@SteveSchmidtSES @newtgingrich @FoxNews 'Replacement theory' isn't a theory because demographics can be studied mathematically and the numbers are not good as far as White people are concerned.

All that remains to be determined is whether 'replacement' is a deliberate (unethical) economic/political strategy or not.",2
@SteveSchmidtSES @healthcareicare @threadreaderapp unroll,2
@SteveSchmidtSES I will be super glad when a reporter does a Emmy-winning article on the true facts of what America would look like if it became an autocratic country.  I really do not believe that the Trump Cult actually has the education to realize what Fascism truly means.,2
@SteveSchmidtSES @JDVance1 Having a direct stake in it was the exact argument used to restrict the vote to people who owned property.,2
"RT @Camsterdam55: @SteveSchmidtSES @TuckerCarlson Fun fact: When Hungary joined the EU, it largely ceded control over its sovereign borders…",2
@NicolleDWallace holy fucking shit,4
@NicolleDWallace I can’t help but think where our planet would be today if Bush v Gore had been decided differently. Any regrets now that you have a son? https://t.co/HCnKbcyfoy,2
"@NicolleDWallace: I am not entirely sure how these adjacent tweets ended up in my @Twitter feed, especially the top one, which uses words not always accepted! https://t.co/2zqKoRoLlY",2
"@NicolleDWallace: It's amazing that these magnificient birds of prey are willing to have anything to do with humans, who're screwin'up their natural habitats! https://t.co/tMSvjeSeTN",2
RT @can_tdisplay: @NicolleDWallace @DrLeanaWen Please have FL Dem leadership on. @FlaDems @FLSenateDems @FLHouseDems @NikkiFried,2
RT @couchtomato62: @NicolleDWallace @DrLeanaWen This country does not care about dying kids.,3
"RT @LarryWilhelm9: @NicolleDWallace @DrLeanaWen 72,000 kids contracted Covid virus this week.",2
"@NicolleDWallace I hope you will give attention to this excellent New Yorker article, on how rich Republicans are taking over our democracy, by voter suppression and, most insidiously, by giving final election outcomes into the hands of legislatures. https://t.co/AESd8Po48G https://t.co/sNGUqISkvF",2
"@NicolleDWallace Breaking: Georgia ballots rejected by machines were later altered by election workers to count, records obtained by Just the News show. Some adjudicated ballots had marks removed by Trump name so vote could count for Biden.",2
"@NicolleDWallace @RepLizCheney @VP @DOJ_EOIR 
Scientific Proof: Internationally Renowned Physicist Absolutely Proves 2020 Election Was Biggest Cyber-Crime in World History ⛔️⛔️⛔️⛔️
https://t.co/SwjlJkTrl2",2
@NicolleDWallace @jmeacham The PAX AMERICANA became the PAX PERICLEANA,2
@NicolleDWallace @alexi Taping,2
@NicolleDWallace @tuckerCarlson @maddow @mtgreenee  Professor David Clements: 5 GOP Candidates Had Elections Stolen - Should Be in US Senate Today https://t.co/swYmolZSEH,2
@NicolleDWallace reminds me of 2004 with all of the Defense Of Marriage ballot initiatives https://t.co/7T5uQ3B21U,2
@AriMelber Can  anyone tell me what Ari meant when he simply posted the date 8/6/21? Does anyone even know??,2
"@AriMelber @TheBeatWithAri show topic?
https://t.co/bqsE9WaU8S",2
"@AriMelber Watch te beat daily, great program. Iam Dutch and copy my sons. They like it too. So we will soon have a club I will talk to my family as well as i turn 75 in a couple of weeks. Peter F.W. van Rooijen, The Netherlands",1
@AriMelber I got the power,1
"RT @Constan03639935: @AriMelber A few years back Rachel was out for several weeks because of illness, so when she's gone for more than a da…",2
@AriMelber @SRVitelaRN @BeschlossDC Elvis’s mom didn’t raise a fool!,2
"@AriMelber Well, what was this about?",2
@AriMelber Chuck told Mitch to “Beat It” https://t.co/oRKpnMV9Sm,2
@AriMelber The new superSedes your old sponge/When it smells like it comes from the Rainforest junge/Inferior V. Past?/Decision: Hell YAASSSSSS!/Biden superCedes the 'Unhunged!' @AriMelber @TheBeatWithAri  #WordPizzaForDessert #Spelling  #ContextClues #Connotation #VocabularyBuildingWithAri https://t.co/KaVbkm0XiJ,2
@AriMelber Ron will be president in 2025,2
"@AriMelber I only feel sorry for the ones who ""can't"" get vaccinated.",2
@AriMelber Could you please make it a part of every show to update on actions of the insurrection? Who created it? Who helped? Who is interviewed? We need to keep this important overthrow of democracy in people's eye.,3
@AriMelber Law of exponents kicking in.,2
RT @CardsLooney4: @AriMelber https://t.co/7560s8mfdy got a song 4 mitch,2
@AriMelber https://t.co/7560s8mfdy got a song 4 mitch,2
"RT @ByFeliciaLive: @AriMelber pleas remix it with Ludicris's ""move...move out the way!!!""
I would LOVE to see that. You know that's what he…",2
RT @mm3_cello: @AriMelber Hit the road jack…..,2
"@KatyTurNBC Interested in the legal problems facing former President Trump, his family, lawyers and Trump Organization? Our blog provides updates and commentary on lawsuits and investigations threatening Trump World in 2021 @ https://t.co/CoFg8iq7A1 
For updates, follow me.",2
"RT @75cavalier: @KatyTurNBC It also shouldn't be limited to women.  Dads need time, too.",2
"RT @MrGeorge1l1: @KatyTurNBC What’s even more crazy is that you feel bad that you have 4 months of maternity leave…

Or about half of what…",2
"RT @micpenny68: @KatyTurNBC Oh look, Canada has PAID parental leave, I believe up to 1 yr. Not bad for a socialist country.",2
RT @eddyslady: @KatyTurNBC In Canada mother’s with newborn babies get one year of paid maternity leave. If she doesn’t have a job or if she…,2
"RT @kirchho: @KatyTurNBC Come to Canada we get minimum 1 year and can take an extra 6 months unpaid, also the man or partner gets parental…",2
"@KatyTurNBC Playstation 5 offers for Americans

https://t.co/qxBhzS404I",2
@KatyTurNBC America offers,2
@KatyTurNBC But our entire economy is based on luck and becoming one of the lucky few...🤷‍♂️🐸☕,3
"@KatyTurNBC ""How to Sustain Humanity, Advance our Civilization, and Succeed as a Species""

VIDEO: https://t.co/dNtTku1m8F",2
@KatyTurNBC I got six weeks in California. 40 years ago.,2
"RT @janice_mcmaster: @KatyTurNBC @MSNBC Besides Papua New Guinea, the US is the only country in the world that has no national policy guara…",2
"@KatyTurNBC Paid Maternity Leave exists for all working women in the…

                              C I V I L I S E D World!!!👍",2
@KatyTurNBC I went back to work at 10-weeks when 6-weeks was the accepted maternity leave and I thought I would die from exhaustion.,2
@KatyTurNBC I had 8 weeks unpaid leave to have my son. Definitely a stressful situation.,2
@KatyTurNBC As I father I got like 5 days max. Anything else was vacation time. While working for a HUGE corporation.,2
RT @HMGCapItalGroup: @HallieJackson @KatiePhang @POTUS It's about to go down. I think we all already know where this is headed. #formerdoj,2
@HallieJackson I musta been outta the room when you showed the women's soccer team d welcomed home...,2
"@HallieJackson @allinwithchris @AC360 @TheLeadCNN @sarahkendzior @USATODAY @washingtonpost @nytimes 
""As long as we’re banning masks in schools, let’s ban helmets in football&amp;paint w/o lead.""Dan Rather
&amp; ban food prep servers in any place frm washing their hands in bathroom.",2
"@HallieJackson @POTUS  and @VP tax returns are automatically audited every year - at least until #Trump;
Not sure if by law or regulation.  @PeteWilliamsNBC",2
@HallieJackson I'm pretty sure most immune deficient individuals can get the vaccine. I am immune deficient (heart transplant) and am fully vaccinated. @MSNBC,2
"@HallieJackson Curious on thoughts about fake vaccine cards.  I know it's pathetic,  but I know it's becoming a thing... I'm from NEPA btw... and I'm vaccinated.",2
"@HallieJackson 
What Kerry was saying about Florida's governor not allowing masks in schools. It is the same in Iowa, Reynolds signed a law that no businesses or schools could require masks without her authorization.",2
@HallieJackson Florida Governor Ron DeSantis appears willing to sacrifice the health of Florida’s children in pursuit of his presidential ambitions. Read my blog: https://t.co/RfdXgwtmrB,3
"@HallieJackson @allinwithchris @AC360 @TheLeadCNN @sarahkendzior
Please don't let them continue2cause chaos from preventing U doing YOUR job we sent U 2 do. 2022 is next year already! Elections again. We need an arsenal of accomplishments in Congress.
https://t.co/Retv9ny9jp",2
"@HallieJackson @NBCNewsNow @LlamasNBC @NBCJoshua Please read, help my https://t.co/QCiGypibks",2
"RT @andromedalian: @BernieSanders Dear, Between democracy and efficiency, I would like to explain why private insurance companies become vu…",2
"@BernieSanders Dear, Between democracy and efficiency, I would like to explain why private insurance companies become vulnerable to human rights if they have market control. https://t.co/rNibC1K1VY",2
@BernieSanders Hello comrade,2
@BernieSanders K…I’m waiting. I know you would do it in a heartbeat. It just gets frustrating hearing the same thing over and over again but nothing happens 😞,2
@BernieSanders Nothing is free.,2
@BernieSanders Oh well,2
"RT @IndigenousBuu: @BernieSanders the dixie fire was not cause by climate change, but by corporate negligence. G&amp;E has said its equipment m…",2
"@BernieSanders Until people rise up and rebel in large enough numbers, such that it overwhelms the system of control, the people will be controlled by those with ulterior motives. All in the disguise of safety for the masses.",2
@BernieSanders Serious question - do we need a new agency or can we empower the @USACEHQ to tackle our response to climate change? Smart folks with experience in resource management who are funded through the military budget seem like the ones to step in.,2
"@BernieSanders With 777 words in the post and 180 seconds of video, you can say whatever you want ,let the world see the truth in Gettr!",2
@BernieSanders Nebraska minimal wage is $9.00,2
@BernieSanders GETTR Allowing you to express your views with 777 characters and/ or 180 seconds of video without restrictions or censorship. Let the world know the truth.,2
RT @OfficialSPGB: @BernieSanders Abolition of the exploitative capitalist wages system would be better. https://t.co/dgg48HGfo3,2
"@BernieSanders I was taught that the world heats cools hests cools and has, it's gone through cycles according to dating of tree rings, etc",2
"@BernieSanders It is ASININE to hear Bernie Sanders talk about the “rich and powerful”!!!!! He owns 3 houses and is worth MILLIONS! Bernie Sanders IS RICH AND POWERFUL!!!!!
WAKE UP AMERICA!",2
"@BernieSanders Go with universal Healthcare for all including dental, prices are insane. Drug companies need to be leveled and held accountable for their overpriced stickers.",2
"@BernieSanders @ChuckWendig Maybe not play so nice with the centrist Dems? Because you of all ppl should know how they tend to fuck you over. So, maybe withhold your vote on the infrastructure package if they don’t play ball.",2
@BernieSanders How about we just lower CEO pay so inflation doesn't go crazy,2
"@BernieSanders please watch = Please see what digital crypto currency can do and it's benefits; to not entrap with needless and harmful regulation, it offers to bank the unbanked and give Identity Infrastructure to those in developing countries please watch=

https://t.co/lMDMC65U0p",2
"@BernieSanders @IdaCardinal Bernie,
As Mr Big would say,
“Absofuckinglutely!”
Saving the children from tyranny and death is my prime motivation for staying political active.”
#BLUEWAVE2022
#IndictTrumpNOW",2
RT @QuoteDigging: @BernieSanders If a political party does not have its foundation in the determination to advance a cause that is right an…,2
@BernieSanders the climate battle has ended it won as it always has throughout the history of the world in geological time man may at his best sped it up 5 mins but this change is and always has been inevitable.,2
"@BernieSanders Dispatch 8| A fracking mess along the Mississippi River. As frack-out drilling fluids taint the ecosystem, water protectors hold ceremony on Enbridge’s Line3 construction easement. 7 protectors were arrested during prayers. Collaboration with @levi.stallings",2
"@SenWarren @RepKatiePorter

This seems unusual for a broker to have access to other broker data #shortthehood #retail  https://t.co/MA9wpWKWER",2
"@SenWarren .@WashWizards 
 have better chance of winning NBA Champion in 2021 than your Proposal.",2
@SenWarren @GrayZPoo @SRuhle @MSNBC Good for you! We do not have cable in our area.,2
"@SenWarren @SRuhle @MSNBC NEVER DEPEND ON A SINGLE INCOME,
EARN $8,500 EVERY 3 days WITHOUT SENDING MONEY TO ANYONE
ASK ME HOW, WHATSAPP +14157973478 https://t.co/lUfHNnZoZu",2
@SenWarren @SecYellen It's pretty funny watching you freak out over the collapse of the Petro dollar.  $BTC 4ever.,2
"@SenWarren @SRuhle @MSNBC Yes have all monies ran through FED sites and sign ups WE have and are living with States Not getting funds out to the people. 

Just like the PPE you mentioned Great Idea!",2
@SenWarren @SRuhle @MSNBC We may need to update the phrase tune in 🤷,2
@SenWarren @SRuhle @MSNBC “We have serious problems to solve and we need serious people to solve them.” About the 2 minute mark “The American President” https://t.co/3BZbQvABa2,2
@SenWarren #SanctionPakistan The factory of terrorism in the world. They support taliban to kill innocent people in Afghanistan.,2
"@SenWarren @SRuhle @MSNBC Those who have ears, listen up-- https://t.co/gSh176rqNf",2
@SenWarren @SRuhle @MSNBC Nah,2
@SenWarren @SRuhle @MSNBC #Bitcoin is basic for infrastructure for the 21st century that fosters economic inclusion and opportunity.  This is true both of bitcoin the network and bitcoin the asset.,2
"@SenWarren @SRuhle @MSNBC Good morning @ewarren!

Hope you heard the reporting last night from @sam__fields re the need to cut out the *interest* from #StudentLoans-- almost as much as eliminating the full loans themselves.

https://t.co/ksWyZxdPFm",2
@SenWarren @SRuhle @MSNBC Nope. I don't tune in to listen to disgusting Fascist/Communists spewing propaganda.,4
@SenWarren @SRuhle @MSNBC NOPE,2
"@SenWarren @SRuhle @MSNBC #ENJ/USDT

💹LEVERAGE:(1 - 5x)
📈LONG
🟢ENTRY PRICE=1.57-1.6
💵Target 1=1.68
💵Target 2=1.75
💵Target 3=1.82

🛑STOPLOSS=1.484

📊📈Join the most influential community of traders✅✅✅

Secret group in Telegram 🔀 https://t.co/35IhOQVxbi

P.S Users in group limited",2
@SenWarren @smartdissent Large salary and bonuses that reduce taxable income should be disallowed. Limits need to be determined,2
"@SenWarren @SenAngusKing With 777 words in the post and 180 seconds of video, you can say whatever you want ,let the world see the truth in Gettr!",2
@SenWarren @SenAngusKing @RepDonBeyer You have fought against banks your whole career. Bitcoin was created to take on the banks. You can't be against both. Join us in our fight!,2
"@SenWarren CO2 has been 200-300 ppm for 800,000 yrs w perfect correlation to temperature. We spiked it to over 400 &amp; are only OK b/c Gaia hasn’t had time to fully respond yet",2
@seanhannity This wedding was in 2017?,2
"@seanhannity Dr. Destroys the Entire COVID Narrative
https://t.co/sFpXsSPggj",2
@seanhannity It's okay. Democrats are immune. Democrats are smarter than a virus. Somewhat.,2
@seanhannity She supports Rand Paul’s opinion evidently.,2
"@seanhannity Dominion Voting Systems on Tuesday morning filed three $1.6 billion defamation lawsuits against two pro-Trump media networks and an outspoken Trump ally,",2
@seanhannity Hey Dems quite preaching to us on the mask crap when you people don’t wear masks. You hypocrites,4
@seanhannity The video I saw sounded more like an some event in the Middle East than a birthday party of a former US president.,2
@seanhannity But they’re sophisticated,2
"@seanhannity I'm jessica parker, from Los Angeles and I'm a professional  bitcoin investment manager, 
If you never mind. Can I enlighten you more how bitcoin miner and forex trading investment works and how you can trade to earn money on a weekly basis from home.https://t.co/ZNajaYT0JL",2
@seanhannity We all see what's going in here! 😡,2
@seanhannity Fake outrage is my favorite outrage.,2
"@seanhannity Herman Cain approves of this message.

(Posthumously.)

https://t.co/6pGxbv87Bw",2
@seanhannity Why do you expect our politicians to be any different than any other critic....,2
@seanhannity Hate crime....plain and simple,2
@seanhannity Is this the one that married her brother to legally enter the United States?,2
"@seanhannity Weird, you'd think someone going unmasked because MUH FREEDOM would be celebrated by the rubes.

After all, being pro-covid does have the benefit of standing out on a map. https://t.co/wvikT8HxiK",2
@LeaderMcConnell better start pulling his best tricks out of his hat or Civil War is upon us! https://t.co/q8uaOkMUUs,2
@LeaderMcConnell No medical police state. I teach yoga and holistic health. We do not vaccinate. No communism. No Dem Fake infrastructure Bills. We want Trump. We are free people. We are going to vote U out.  @LeaderMcConnell @SpeakerPelosi @GregAbbott_TX @RaheemKassam https://t.co/eNbpNHyTZU,2
@LeaderMcConnell in case you missed this. https://t.co/Ycfqm1mJyS,2
"RT @amesthystine: @LeaderMcConnell The current work requires involves slavery. If you can't find a job, you are forced to ""Volunteer"". I wa…",2
"@LeaderMcConnell grossly negligent statement is fueling the big lie. But what the hey, money over lives. What will the GOP do when all Americans are dead?

Engage brain before putting mouth in gear, PLEASE! https://t.co/7L5hWtJTxM",2
@LeaderMcConnell what does that mean. Becasue you the @GOP have been doing that since trump https://t.co/2sxJmtcReE,2
"@LeaderMcConnell:

Budget reads like ""somebody walked across the Rotunda to the House and handed the squad a pen and piece of paper."" https://t.co/5d3GpvlxEv",2
"@LeaderMcConnell @SenateGOP  ""Human influence on the climate system is now an established fact."" #deniers #ClimateChange #Republicans
https://t.co/ixUrGqHlzD",2
"@LeaderMcConnell doesn’t wear the pants in his family or in his decisions, his CCP compromised wife does https://t.co/DSrukSgm0u",3
@LeaderMcConnell you fit this description. https://t.co/3SbU2ZDlaO,2
"@LeaderMcConnell ""When [they] got the keys, they handed them to the far left.""

Yeah, well, when YOU had the keys... https://t.co/8P9d4ge7Ew",2
@LeaderMcConnell  Rep. Dean Wonders If Rosen Testimony Would’ve Made Difference In Second ... https://t.co/uJ0hE2MmSq via @YouTube,2
@KingJames @Lakers Congratulations Coach Vogel to Contract Extension with LA Lakers !,1
@KingJames Ain’t playing no games this upcoming season 😤 #RevengeSeason https://t.co/vlh8rJyVj6,2
@KingJames @carmeloanthony So I can’t Take the Some what Negative talk about @carmeloanthony not being that Guy anymore @KingJames @carmeloanthony get in that Grinder and Come out and Show them How you Use to do it when you were at Syracuse and ST. Vincent.  I remember,2
@KingJames chat to your business partners n get them spendinggggg,2
@KingJames in 4 😭🤣🤣‼️ https://t.co/wnWIDhGd9v,2
@KingJames Yikes this did not age well at all 😂,2
@KingJames lose weight baby so u can keep up with them young fuckers,4
@KingJames @ShannonSharpe There it is he finally said it @RealSkipBayless says he hates LeBron there it is https://t.co/rHRTuJdgvx,2
"@KingJames PF Harry Giles = young,  energetic, physical 
SG Liangelo ball= young, shooter, hungry. Con needs to work on D.
 Pro= cheap",2
RT @ryaxh7x: @KingJames Win a REAL ring LeMick.,2
@KingJames Just some 17 year old kid from Stow trying to be the youngest ever to win a pro women’s national tournament! https://t.co/1wHhScGboo,2
@KingJames Do YOU even know?,2
"@KingJames @usabasketball Vg,j m",2
@KingJames @usabasketball Odfivffj,2
@KingJames You sacrificed @kobebryant !!!,2
"@KingJames @Wale “That’s ask me, am I scared to die I tell’em naturally, but the most high, promised me a life of eternity you know why?” 

YT: https://t.co/AUe1UjxEDI 

SC: https://t.co/hB6yO708RE https://t.co/lFaWgNP4yq",2
@KingJames @Wale Pushing Powder and Pussy Tryna Make Pennies,2
@KingJames @Wale Man this shit hit different FrFr niggaz ain’t got kno clue 🤦🏽‍♂️ we was in these streetz heavy when this shit drop @FIEND4DAMONEY,2
@KingJames @Wale Win a real ring,2
@KingJames teases a snippet from Drakes new album #CLB https://t.co/To6Ac7nxOj,2
"@KingJames I see 0, I think Swaggy... https://t.co/D6URr5Ne2e",2
"@KingJames #digitalmarketing #fashion
 #women #online shopping #sports #branding  #man #male #female
For Sale, It is real online store , hot selling brand by  twitter account,please follow us ,like us , cheap price
click the link and order now
https://t.co/oVnREx1VQv",2
@KingJames @Wale Working out with @carmeloanthony I’m sure!,2
@KingJames @Wale Warriors in 5,2
"@KingJames @Wale Hey mr lebron, I guy named Kevin Wayne Durant is better at basketball",2
"RT @iamlaceyjackson: @KingJames @Wale Yo Bron this some HEAT from Ohio 🙏🏿

https://t.co/rNMj5rtrlG",2
@KingJames @Wale Wale ain't never been fire lol,2
@KingJames @Wale Why are you still up?,3
"@KingJames  #digitalmarketing #fashion
 #women #online shopping #sports #branding  #man #male #female
For Sale, It is real online store , hot selling brand by  twitter account,please follow us ,like us , cheap price
click the link and order now
https://t.co/dwMIRZyHG9",2
@KingJames @Wale Ratio,2
@KingJames @Wale Go to bed Bron,2
@KingJames @Wale International Jones!,2
@KingJames @Wale fb thnx,2
@michaelreeves make a toothbrush that’s way too powerful,2
@michaelreeves  Pissbot 2.0 perhaps https://t.co/j5bcRo15N5,2
@michaelreeves oof,2
@michaelreeves  crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead crackhead cracked and love videos,2
@michaelreeves Flashlight just with tasers for cock and ball torture very nice,2
@michaelreeves Bazinga,2
@michaelreeves i thought this was u https://t.co/UvObNTHcHQ,2
@michaelreeves @LilyPichu where do you keep going? you owe me content mfer,2
@michaelreeves “But.. but… you’re wearing lederhosen!!”,2
RT @LudwigAhgren: @michaelreeves @LilyPichu Men take note this is how real boyfriends treat the girlfriends,2
@michaelreeves @LilyPichu We need Michael to show us a vid of him playing the saxophone for Last cup of Coffee,2
@michaelreeves they aren't.,2
@michaelreeves just throwing it out there. How about a PC case that uses face recognition to taze whoever isn’t you from turning on your pc,2
"@michaelreeves Get a cert on your personal site you idiot.

thx",2
"@michaelreeves
I'll take one owen wilson microwave that instead of making beeping noises it just does the ""wow"" sound before it burns my fucking food.",2
@michaelreeves @LilyPichu Tf man I know piles of apples taller than that,2
@michaelreeves @LilyPichu now we need michael to voice someone,2
@michaelreeves can you put a tazer in my switch controller that shocks me everytime I hit the screenshot button so I stop hitting it instead of the - button,2
@michaelreeves sussy cum burger deluxe😳😳😳😳,2
@michaelreeves burn em,2
"@michaelreeves Ah yes, Michael ""All my height went to my cock"" Reeves.",2
@michaelreeves @LilyPichu What poggers mean? im new uwu,2
"@michaelreeves are you proud of my art i bout, the artist never named it so i named it ""cum"" https://t.co/RDOH5NWYoZ",2
@michaelreeves @LilyPichu Michael Reeee VA when?,2
@michaelreeves @LilyPichu Dope,2
@michaelreeves @LilyPichu Did you just say poggers unironically Michael?,2
@michaelreeves @LilyPichu I did not know it was I a reply,2
"@michaelreeves @LilyPichu I haven't even watched it yet and honestly im not hating but this might be a funny Michael rant or something in a hilarious 
category an if im going to far I'll stop.",2
@michaelreeves Make an idea machine that prints out the idea and puts it on a conveyor and then gets shredded by an idea shredder.,2
@michaelreeves @LilyPichu You are a knight in binary armor lol,2
@michaelreeves Very sus,2
"@michaelreeves @LilyPichu Oh no, don’t do it Michael",2
@michaelreeves this is you when you see crack https://t.co/rmPRuP2zzp,2
@michaelreeves @LilyPichu make a program that guarantees good genshin pulls,2
"@michaelreeves @LilyPichu Michael has a real life Electric Vision,
its called a Tazer.",2
"RT @krosen_nw: @BernieSanders 
""Well, Senator McConnell, things are changing. For once in a very long time, the United States Congress is g…",2
@BernieSanders You mean the inaction of California to maintain its forest lands?,2
@BernieSanders i hope some time that people on social security get rid of insurance co  that price the 20 percent that medicare dos not pay thur the roof. its a crime to charge these prices for only 20 percent.seniors need help,2
"@BernieSanders As an Army vet who relies on SSI disability(recovering from a broken back), I hope social security beneficiaries receive a decent raise. I know in my case it's a struggle month to month and it's always a ""rob Peter to pay paul"" situation. Fingers crossed...",2
"@BernieSanders I propose a one time tax, of a very modest 80%, on the wealth of the richest 1000 American families.

One tax, one time, 1000 families.

Because it makes sense...for the 'majority' of us.",2
@BernieSanders That's crazy. Here in BC Canada the minimum wage just went up to $15.75 an hour.  We try to keep up with inflation. Unlike the USA.,2
@BernieSanders Fires are what happens when climate deniers play with matches.,2
"@BernieSanders @GovWhitmer @RepDanKildee @SenStabenow @SenGaryPeters @jimananich 
CIVILIAN CLIMATE CORP.  AND MANY MORE PROJECTS NEEDING ATTENTION.  PEOPLE LIKE ME ARE WAITING TO PARTICIPATE IN PROJECTS FOR MY CITY, COUNTY, STATE SUCCESS!!!",2
"@BernieSanders Incorrect, the cost of insulin in the UK is different depending which country the pharmacy you are buying it from is in, if your in Scotland Wales or Northern Ireland it’s completely free under the nhs, if you are buying from a pharmacy in England it’s capped to £7",2
"@BernieSanders I mean if this is all a simulation then we just have to change the code and climate change will reverse, easy",2
"@BernieSanders I am on SSDI, I am definitely in favor of a raise and also the monthly stimulus checks.",2
@SenWarren Any tax you impose is paid by everyone.  Corporations don't pay taxes but they are tax collectors for the government and pass those costs on to us.  The rich will adjust how and where they make money to minimize taxes.  The bill won't ever be paid for by those taxes.,2
"@SenWarren Facebook:
https://t.co/CeX1nirXgr

https://t.co/j34HnkarR4

Email:
christopherlogartalichanda@gmail.com

Let The True Story Of My Own Life Be In Cinemas And Books Around The Globe. Help Me Make It Happen People Of The Whole World.

#film #writing #books #LifeLessons #humanrights https://t.co/gutlQlkkKI",2
"@SenWarren Facebook:
https://t.co/CeX1nirXgr

https://t.co/j34HnkarR4

Email:
christopherlogartalichanda@gmail.com

Let The True Story Of My Own Life Be In Cinemas And Books Around The Globe. Help Me Make It Happen People Of The Whole World.

#film #writing #books #LifeLessons #humanrights https://t.co/7mkAjjjmRK",2
"@SenWarren ""To whom much is given, much will be required.""",2
@SenWarren @MonicaLewinsky Just curious so I can put it on my calendar. When are you opening up your Casino?,2
@SenWarren Sure...,2
"@SenWarren Progressives actually get shit done for the people, Conservatives pass tax cuts for the rich then pat themselves on the back.",2
@SenWarren Senator- $29 Trillion in debt and you want to pass another $3.5 trillion bill.,3
@SenWarren Better check with Pelosi before you declare victory. Looks like she is playing politics again.,2
"@SenWarren @SenSchumer @SenateDems @POTUS #AbolishTheFilibuster #EndTheFilibuster
PASS #ForThePeopleAct #JohnLewisVotingRightsAct
NOW! https://t.co/qBlFs4l1Q6",3
"@SenWarren How to get started - for regular people 👇🏼

https://t.co/1hL73aQ5eh",2
"@SenWarren https://t.co/TwBaH8bLeF

The racist colonial government of Israel orchestrated the plot of September 11, 2001 in order to eliminate Islam and Muslims.",2
@SenWarren https://t.co/U1bIpkzVjF,2
RT @mcboingboing: @SenWarren Healthcare is also infrastructure. We can’t prosper when millions of people are too broke to see the doctor or…,3
@SenWarren Also universal health care.  No half measures like the ACA.  ACA is a misnomer anyway since those plans are not affordable.,2
@seanhannity The Metoo movement need to petition for him to get his awards reversed.,2
@seanhannity At No Thanks News we remember that how he got a head. In the end though he had to handjob over.,2
"RT @Remmy_Sheda: @seanhannity Yes, she is probably vaccinated, among a group of family who are also all vaccinated and tested and in a grou…",2
@seanhannity #pleads? that's an effective strategy. https://t.co/RdeU4aek8b,2
@seanhannity the entire left does what they tell us not to,2
"@seanhannity FLASHBACK:

February, 2019:

""Trump Reportedly Does All His Own Makeup.""

And the MAGA ""tough guys"" love it!

https://t.co/fq7LOkGWMY",2
"RT @FrankAmari2: @seanhannity FLASHBACK:

Puerto Rico ""is an island surrounded by water, big water, ocean water.""

https://t.co/bJqmYOaaZs",2
@seanhannity And - WAP was song of the year and Dr. Seuss was canceled,2
RT @mysteryoil: @seanhannity He definitely calmed those elderly nursing home residents,2
@seanhannity They protected and shielded him until they no longer could,2
@seanhannity How many do you have?,2
@seanhannity focus on the symposium,2
@seanhannity One down - dozens to go!!!,2
@seanhannity Welcome to politics in the media,2
@seanhannity He calms women by stroking their breasts,2
@seanhannity He definitely calmed those elderly nursing home residents,2
@seanhannity He was very hands-on in his approach to leading the state,2
RT @ChupiroC: @seanhannity Crooked radical left dems mob 🐷,2
"@seanhannity Until "" they"" can lead by example,of leading good, honest,&amp; truthful  lives stop interfering with ours !!",2
@seanhannity Crooked radical left dems mob 🐷,2
@seanhannity With a good stock and Bitcoin trading like @Georgeleonel363 you can earn up to $2000 in a weekly @Georgeleonel363 he's a tested and  trusted Trader. DM him now and get busy with trading,2
@seanhannity Hero to Zero.,2
@seanhannity Next Cognitive Joe 😫,2
@seanhannity It’s about time! He should be facing jail time.,2
@seanhannity Hey FREDO @ChrisCuomo NO TWEETS today!! PS: I got a news story for YOU!! Your brother QUIT because he sexually harassed 11 women!!,2
@LeaderMcConnell Oh sit down and be quiet- you have done enough damage,2
@LeaderMcConnell Nah,2
"@LeaderMcConnell No one will understand Y McConnell allowed poison ""#infrastructure"" bill 2 pass. He's given up leverage 4 big whopper bill 2 follow &amp; giving Biden a win 4 the big one, including the biggest tax increases in our country's history. #InfrastructureBill",2
@LeaderMcConnell gave Conservatives the FINGER! https://t.co/JS8I3p7LWP,2
RT @Born_Free71: @LeaderMcConnell YOU REPRESENT NO ONE!,2
@LeaderMcConnell So vote no https://t.co/fGCuonMna2,2
"RT @marisabelmagas: @LeaderMcConnell
@SenateGOP
@SenRonJohnson
Republicans already know who the traitors in the party are.  They will never…",2
"RT @carlhan99379912: @LeaderMcConnell An old Senator, speaking of Harding, once said ""His speeches left the impression of an army of pompou…",2
@LeaderMcConnell actually doing something to help people? On what planet do we live on? https://t.co/9GlqIfuOx5,2
"@LeaderMcConnell Fool me once, shame on you. Fool me twice, shame on me.",2
"@LeaderMcConnell Blah, blah, blah.",2
@LeaderMcConnell #bitcoin fixes this.,2
